,rownum,sno,CUI1,CUI2,lesk,vector
5430,5430,40,C2482070,C3054057,6,0.0825
5431,5431,41,C1129641,C3900205,68,0.094
5432,5432,42,C1496308,C3569987,6,0.1065
5433,5433,43,C0823660,C2490607,9,0.0702
5434,5434,44,C2558424,C3362186,9,0.059
5435,5435,45,C3641273,C3938615,8,0.1438
5436,5436,46,C0802499,C3842496,26,0.2997
5437,5437,47,C3176279,C3433713,1,0
5438,5438,48,C0261611,C1897427,4,0
5439,5439,49,C1826040,C3083626,10,0.0445
5440,5440,50,C1081299,C2784021,7,0.0214
5441,5441,51,C3130420,C3605397,10,0.0303
5442,5442,52,C2277028,C3903961,7,0.018
5443,5443,53,C1324100,C1576085,25,0.0534
5444,5444,54,C1160524,C3781313,64,0.1515
5445,5445,55,C1034156,C2741586,7,0.0726
5446,5446,56,C3869587,C4036647,7,0.028
5447,5447,57,C0670371,C1066938,15,0.1103
5448,5448,58,C1941116,C3618275,6,0.1065
5449,5449,59,C1192644,C2789366,10,0.0788
5450,5450,60,C2556619,C2578085,51,0.7637
5451,5451,61,C0330422,C3584658,7,0.0171
5452,5452,62,C0924718,C3059586,8,0.0628
5453,5453,63,C1212433,C3262388,26,0.1112
5454,5454,64,C2827720,C3425306,9,0.5919
5455,5455,65,C1883535,C2475688,842,0.147
5456,5456,66,C0176775,C1552850,16,0.0455
5457,5457,67,C2267532,C2765816,1090,0.999
5458,5458,68,C2520312,C2813197,1,0
5459,5459,69,C2471684,C2551814,850,0.8517
5460,5460,0,C3794557,C3809384,19,0.1028
5461,5461,1,C1549539,C3014927,7,0.0876
5462,5462,2,C0070055,C3946924,22,0.2724
5463,5463,3,C1519413,C3801414,1,0.08
5464,5464,4,C3534025,C3993803,32,0.4152
5465,5465,5,C1472036,C1567026,1,0
5466,5466,6,C1007394,C2385668,6,0.045
5467,5467,7,C0828068,C0998493,15,0.7355
5468,5468,8,C3331862,C3641216,1,0.2158
5469,5469,9,C0999211,C2572689,5,0.0102
5470,5470,10,C1484124,C1664316,4225,0.9995
5471,5471,11,C0049720,C1815626,24,0.1475
5472,5472,12,C2480485,C3951032,5,0.0466
5473,5473,13,C2740617,C3737640,34,0.2527
5474,5474,14,C1815731,C2634802,3,0
5475,5475,15,C3627777,C3722866,4,0.0508
5476,5476,16,C2549991,C3844750,12,0.5748
5477,5477,17,C1689969,C2515654,18,0.0761
5478,5478,18,C2422641,C2650184,8,0
5479,5479,19,C1895954,C3207711,21,0.1199
5480,5480,20,C1828017,C2570082,29,0.3553
5481,5481,21,C0828432,C2369124,19,0.1116
5482,5482,22,C1722528,C2958941,14,0.2264
5483,5483,23,C0250040,C3632750,12,0.024
5484,5484,24,C0212728,C3077330,16,0.1218
5485,5485,25,C0550584,C3010407,22,0.034
5486,5486,26,C2296210,C3792971,15,0.0808
5487,5487,27,C3317125,C3368141,4225,0.9995
5488,5488,28,C3222225,C3902235,13,0
5489,5489,29,C2771121,C3053938,10,0.084
5490,5490,30,C2996859,C3050071,5,0.071
5491,5491,31,C1522700,C3818491,178,0.2126
5492,5492,32,C1080390,C2335153,9,0.0688
5493,5493,33,C2701863,C3935688,23,0.2637
5494,5494,34,C0881839,C2666123,65,0.5281
5495,5495,35,C0337781,C0891487,7,0
5496,5496,36,C0151311,C3726746,2,0.1444
5497,5497,37,C3436680,C3594424,4225,1
5498,5498,38,C1325724,C3941483,1,0.0232
5499,5499,39,C2449002,C3635897,9,0.0702
5500,5500,40,C1046652,C2784284,1089,1
5501,5501,41,C2787121,C3085913,16,0.0603
5502,5502,42,C0375576,C3815308,23,0.1261
5503,5503,43,C1482764,C2410537,7,0.0151
5504,5504,44,C3015533,C3976255,4225,0.9995
5505,5505,45,C2710318,C3884789,20,0.0237
5506,5506,46,C2324511,C3581133,12,0.1792
5507,5507,47,C1059359,C1481095,47,0.8764
5508,5508,48,C0359665,C2462728,20,0.0439
5509,5509,49,C2806123,C2806416,33,0.9257
5510,5510,50,C1015571,C3824513,48,0.2392
5511,5511,51,C2659483,C3538381,1,0.0968
5512,5512,52,C1251673,C3190151,1030,0.0274
5513,5513,53,C0260286,C2627357,3,0
5514,5514,54,C0708705,C2550418,5,0.0057
5515,5515,55,C1862552,C3957763,12,0.1322
5516,5516,56,C1198328,C3359081,4,0.0096
5517,5517,57,C0982259,C2580119,16,0.0314
5518,5518,58,C3144157,C3722901,11,0.0277
5519,5519,59,C1143345,C3870663,20,0.0746
5520,5520,60,C0373300,C3329249,14,0.1082
5521,5521,61,C2793503,C2932452,19,0.0661
5522,5522,62,C2412201,C3578238,15,0.1914
5523,5523,63,C3389200,C3530347,3,0.0416
5524,5524,64,C1054293,C2769777,2,0.0252
5525,5525,65,C0079368,C3390789,25,0.4212
5526,5526,66,C0062855,C3869685,24,0.0516
5527,5527,67,C2397381,C3438416,10,0.0565
5528,5528,68,C1123218,C3759091,22,0.05
5529,5529,69,C1305488,C1669544,7,0
5530,5530,0,C0306039,C3950720,3,0.0315
5531,5531,1,C3238958,C3394129,15,0
5532,5532,2,C0803189,C2425046,23,0.1599
5533,5533,3,C0971966,C3014926,15,0.1102
5534,5534,4,C0326452,C1469029,1,0
5535,5535,5,C0385588,C0755337,17,0.0347
5536,5536,6,C1082037,C3277484,20,0.1242
5537,5537,7,C0333549,C3037338,10,0.1389
5538,5538,8,C0177621,C3923830,24,0.2393
5539,5539,9,C1708183,C3552450,16,0.1244
5540,5540,10,C2292175,C3547577,15,0.9201
5541,5541,11,C0384404,C0608928,1233,0.477
5542,5542,12,C0914673,C3959400,31,0.0948
5543,5543,13,C2326408,C3021944,7,0
5544,5544,14,C1541203,C2492111,842,0.1799
5545,5545,15,C2654579,C3120058,9,0.0963
5546,5546,16,C0481173,C0877549,5,0.0284
5547,5547,17,C0891921,C1174452,15,0.0214
5548,5548,18,C2974767,C3577023,1,0.0129
5549,5549,19,C2559409,C2940225,15,0.0631
5550,5550,20,C2273894,C3695838,16,0.1114
5551,5551,21,C2484935,C3907363,1,0.0174
5552,5552,22,C0755897,C0802713,34,0.1292
5553,5553,23,C0880357,C2292392,20,0.1548
5554,5554,24,C1474091,C3010607,4225,1
5555,5555,25,C0323129,C1037780,4225,0.8729
5556,5556,26,C0225787,C3794509,12,0.0771
5557,5557,27,C3628634,C3989901,36,0.5327
5558,5558,28,C1471742,C3840628,19,0.1037
5559,5559,29,C1093080,C3215854,15,0.0663
5560,5560,30,C2145661,C3444696,19,0.0638
5561,5561,31,C0534522,C1069800,24,0.5771
5562,5562,32,C1439420,C1543126,5,0.0618
5563,5563,33,C1063203,C3782995,1,0.0328
5564,5564,34,C0265143,C3947800,12,0.0554
5565,5565,35,C0609042,C3971083,9,0.093
5566,5566,36,C2349480,C3886174,24,0.0438
5567,5567,37,C2427036,C3814763,25,0.1662
5568,5568,38,C1702320,C2385014,6,0
5569,5569,39,C1081978,C1257840,48,0.256
5570,5570,40,C0330500,C3447709,17,0.0502
5571,5571,41,C1556020,C3627640,13,0.1238
5572,5572,42,C1548523,C1552134,7,0.1869
5573,5573,43,C1640068,C3024208,6,0.0763
5574,5574,44,C3119846,C3147613,10,0.0449
5575,5575,45,C1682580,C3590681,21,0.0522
5576,5576,46,C0388145,C3415283,15,0.3515
5577,5577,47,C2926406,C3025670,10,0.1079
5578,5578,48,C1692318,C3181368,1329,0.1727
5579,5579,49,C1922910,C3256779,6,0.0204
5580,5580,50,C0691132,C3620375,2,0.1311
5581,5581,51,C1481136,C3206442,25,0.1575
5582,5582,52,C0231627,C0957611,8,0.1236
5583,5583,53,C1553756,C2536984,16,0.2393
5584,5584,54,C1689206,C3442655,7,0.018
5585,5585,55,C0008813,C2334325,37,0.3178
5586,5586,56,C0935320,C3210844,7,0.0355
5587,5587,57,C3090081,C3798731,4226,1
5588,5588,58,C0771824,C2806508,20,0.0888
5589,5589,59,C1496090,C1685883,13,0.1124
5590,5590,60,C0889927,C2633366,7,0.0468
5591,5591,61,C1325568,C3983662,12,0.8692
5592,5592,62,C3033933,C3632078,2,0.0364
5593,5593,63,C2454963,C4018887,19,0.0949
5594,5594,64,C0206997,C3092149,12,0.1091
5595,5595,65,C0048698,C3361151,8,0.0504
5596,5596,66,C0073177,C3018619,21,0.1322
5597,5597,67,C0243031,C2457979,35,0.1642
5598,5598,68,C0661232,C3543527,25,0.1242
5599,5599,69,C3069225,C4042614,7,0.5554
5600,5600,0,C0635092,C2360683,25,0.0567
5601,5601,1,C0829421,C3280699,28,0.5075
5602,5602,2,C0326879,C1179500,8,0.0115
5603,5603,3,C0536147,C3385266,6,0
5604,5604,4,C0628554,C3661428,40,0.045
5605,5605,5,C2734455,C3603313,10,0.0514
5606,5606,6,C2561026,C3081887,7,0.0434
5607,5607,7,C3038921,C3610330,65,0.0751
5608,5608,8,C0283338,C1079298,12,0.0168
5609,5609,9,C3216756,C3721903,10,0.0713
5610,5610,10,C1741369,C2633110,14,0.0369
5611,5611,11,C1039765,C1160708,9,0.0233
5612,5612,12,C0662860,C2734597,25,0.0626
5613,5613,13,C0601824,C2377331,16,0.0954
5614,5614,14,C3831093,C3846202,14,0.0254
5615,5615,15,C3095941,C3817630,25,0.0425
5616,5616,16,C1487329,C3096371,7,0.0176
5617,5617,17,C1623844,C2391090,7,0.0495
5618,5618,18,C0687133,C1939371,43,0.2761
5619,5619,19,C0373287,C4017665,14,0.09
5620,5620,20,C1160769,C3297921,24,0.0913
5621,5621,21,C0815227,C2715281,2,0
5622,5622,22,C1845110,C1990185,22,0.0368
5623,5623,23,C0827849,C1467420,6,0.0582
5624,5624,24,C0711832,C3965783,15,0
5625,5625,25,C2775978,C3598348,9,0.0306
5626,5626,26,C0009279,C0321344,51,0.3334
5627,5627,27,C0708591,C1012614,33,0.2546
5628,5628,28,C0061609,C0290606,50,0.1652
5629,5629,29,C2580737,C2994240,9,0.117
5630,5630,30,C3100947,C3660805,17,0.0294
5631,5631,31,C0482824,C1327775,95,0.3955
5632,5632,32,C3006017,C3378637,16,0.0381
5633,5633,33,C0116278,C0888211,3,0
5634,5634,34,C0227850,C1942219,12,0.6918
5635,5635,35,C0806970,C2761851,5,0
5636,5636,36,C0965060,C2291144,33,0.033
5637,5637,37,C2003189,C3433800,1,0.0344
5638,5638,38,C1313149,C3718062,13,0.132
5639,5639,39,C2275553,C3743665,5,0.0559
5640,5640,40,C0892463,C3036975,14,0.0406
5641,5641,41,C0499964,C3446335,4,0.0456
5642,5642,42,C1503362,C3086612,7,0.018
5643,5643,43,C0062028,C3819010,26,0.0086
5644,5644,44,C3020663,C3891106,14,0.1141
5645,5645,45,C2489909,C3891516,9,0.1148
5646,5646,46,C0241102,C1201324,12,0.0269
5647,5647,47,C1908257,C3528818,9,0.0538
5648,5648,48,C1455751,C3246499,8,0.0061
5649,5649,49,C1884291,C2457705,4,0.1143
5650,5650,50,C0635703,C2328521,6,0
5651,5651,51,C2780242,C2820713,3,0.0629
5652,5652,52,C1174427,C2580733,9,0.0867
5653,5653,53,C3050603,C3080341,7,0.0651
5654,5654,54,C3086268,C3631695,4225,0.9995
5655,5655,55,C2615602,C3094961,4225,0.9995
5656,5656,56,C1830052,C2689271,16,0.1081
5657,5657,57,C2666051,C3773419,13,0.0397
5658,5658,58,C1500305,C2715981,13,0.1157
5659,5659,59,C1935330,C3609725,7,0.018
5660,5660,60,C2945905,C3243754,214,0.1908
5661,5661,61,C1372253,C3563679,3,0.0758
5662,5662,62,C3392420,C3438138,1,0.0271
5663,5663,63,C3216067,C3940363,15,0.4366
5664,5664,64,C1327087,C3215258,26,0.0053
5665,5665,65,C1518539,C2423912,20,0.0373
5666,5666,66,C2361244,C3949674,64,0.191
5667,5667,67,C0644480,C3758430,11,0.158
5668,5668,68,C0315233,C3028269,11,0.0508
5669,5669,69,C3269586,C3699135,13,0.0182
5670,5670,0,C0445487,C3550079,3,0.0255
5671,5671,1,C0908582,C0925094,12,0.2066
5672,5672,2,C1257978,C1953566,117,0.3532
5673,5673,3,C1327682,C3230381,1024,0.0294
5674,5674,4,C0375484,C0695096,26,0.0817
5675,5675,5,C0942784,C1186160,67,0.0768
5676,5676,6,C1529822,C3270908,31,0.0759
5677,5677,7,C1984558,C2494077,3,0.0548
5678,5678,8,C1439155,C3542080,16,0.1128
5679,5679,9,C2280639,C2351907,14,0.0023
5680,5680,10,C2481867,C2521496,43,0.6485
5681,5681,11,C2352469,C3166335,4,0.0765
5682,5682,12,C1679299,C3455839,7,0.018
5683,5683,13,C0737069,C1934681,6,0.0502
5684,5684,14,C0223254,C2437316,14,0.0752
5685,5685,15,C2292814,C2779766,24,0.0018
5686,5686,16,C0159790,C3117415,13,0
5687,5687,17,C0683439,C3083784,3,0.0207
5688,5688,18,C0664854,C3059585,14,0.0763
5689,5689,19,C2618630,C2735828,29,0.1405
5690,5690,20,C1212125,C1246474,19,0.4192
5691,5691,21,C1420940,C3470536,1227,0.774
5692,5692,22,C3727660,C3846361,22,0.0678
5693,5693,23,C2637729,C2820002,65,0.3804
5694,5694,24,C1043535,C1956538,27,0.0872
5695,5695,25,C0527549,C1456235,12,0.1347
5696,5696,26,C1050537,C1414599,6,0.0832
5697,5697,27,C0071925,C0980005,22,0.0416
5698,5698,28,C1053954,C2557963,9,0.1698
5699,5699,29,C2614738,C2621204,18,0.0982
5700,5700,30,C1136031,C3024405,56,0.1545
5701,5701,31,C1598839,C2402600,4,0
5702,5702,32,C2659350,C2713017,22,0.2009
5703,5703,33,C0364145,C3018622,16,0.1273
5704,5704,34,C1328871,C1670539,11,0.0441
5705,5705,35,C0722991,C3751590,20,0.0569
5706,5706,36,C1531137,C1971385,9,0.1726
5707,5707,37,C1426092,C2574146,9,0.1704
5708,5708,38,C1850450,C2377469,17,0.3264
5709,5709,39,C3278340,C3857461,208,0.365
5710,5710,40,C1846878,C3504870,20,0.0048
5711,5711,41,C0604800,C0658745,1230,0.8547
5712,5712,42,C0088421,C3404681,15,0.1044
5713,5713,43,C1061552,C3061584,7,0.0672
5714,5714,44,C4021223,C4045141,51,0.2468
5715,5715,45,C2288152,C3012874,68,0.0685
5716,5716,46,C1011244,C1325193,15,0.0538
5717,5717,47,C1492563,C3722432,4225,0.9938
5718,5718,48,C3157057,C3784583,17,0.9469
5719,5719,49,C0318727,C3533094,5,0.0746
5720,5720,50,C1020378,C3023109,3,0.0629
5721,5721,51,C1351932,C4025090,22,0.0407
5722,5722,52,C1065262,C1567756,35,0.3763
5723,5723,53,C1027128,C3620201,1089,0.9962
5724,5724,54,C0719199,C2779874,11,0.0594
5725,5725,55,C2578549,C3849833,20,0.095
5726,5726,56,C0909958,C2327883,9,0.2196
5727,5727,57,C0804840,C1676111,29,0.0663
5728,5728,58,C1646451,C1906330,5,0.072
5729,5729,59,C2479466,C3314994,7,0.0467
5730,5730,60,C3052521,C3785387,10,0.0298
5731,5731,61,C0631578,C2479863,24,0.2208
5732,5732,62,C3485678,C3735748,37,0.2253
5733,5733,63,C0949953,C3635599,59,0.1061
5734,5734,64,C1666731,C2554446,10,0.0656
5735,5735,65,C2412470,C3982949,6,0.0656
5736,5736,66,C1855028,C2637244,13,0.053
5737,5737,67,C0786562,C1289490,16,0.1635
5738,5738,68,C2638060,C3808228,1,0.0289
5739,5739,69,C3291331,C3613961,8,0.1452
5740,5740,0,C3028906,C3890395,29,0.1713
5741,5741,1,C1657596,C3002775,27,0.1731
5742,5742,2,C0484759,C3852361,33,0.0504
5743,5743,3,C1112174,C1854260,2116,0.3791
5744,5744,4,C1935579,C4016912,14,0.1115
5745,5745,5,C1031059,C1368201,15,0
5746,5746,6,C1450361,C2618336,13,0.0755
5747,5747,7,C1628831,C1846659,15,0.1321
5748,5748,8,C0223966,C2543154,9,0.1018
5749,5749,9,C1384357,C1531432,142,0.3371
5750,5750,10,C1505818,C2719968,32,0.117
5751,5751,11,C1122503,C1985170,53,0.1704
5752,5752,12,C3017311,C3812965,10,0.0652
5753,5753,13,C2982088,C3594269,13,0.1583
5754,5754,14,C0333904,C1197943,9,0.689
5755,5755,15,C0101977,C2280697,10,0.1304
5756,5756,16,C1248367,C1364876,1047,0.1452
5757,5757,17,C0206825,C3364959,18,0.0823
5758,5758,18,C1237634,C3882827,1062,0.1108
5759,5759,19,C1940902,C3616385,4226,1
5760,5760,20,C2369862,C3123534,22,0.0463
5761,5761,21,C2765399,C3714662,7,0.0615
5762,5762,22,C3542799,C3998525,6,0.036
5763,5763,23,C2136851,C3158745,15,0
5764,5764,24,C0265675,C3092405,28,0.33
5765,5765,25,C1268161,C1871772,88,0.3458
5766,5766,26,C0941854,C1022615,16,0.358
5767,5767,27,C3430200,C3559475,4225,0.9995
5768,5768,28,C2409079,C3364068,10,0.0985
5769,5769,29,C2917456,C3665038,27,0.1531
5770,5770,30,C0819970,C2512503,7,0.087
5771,5771,31,C3309717,C3914654,8,0.0193
5772,5772,32,C2949846,C3749602,8,0.0085
5773,5773,33,C3629134,C3739586,31,0.9201
5774,5774,34,C0933891,C3126666,12,0.7656
5775,5775,35,C1660391,C3156358,9,0.0746
5776,5776,36,C0600684,C3276720,9,0.175
5777,5777,37,C1415956,C1892973,4,0
5778,5778,38,C0890275,C3741694,5,0.0604
5779,5779,39,C0597653,C1915486,18,0.0315
5780,5780,40,C0989246,C3053469,19,0.8755
5781,5781,41,C1970708,C2410619,16,0.5076
5782,5782,42,C0829273,C1446827,5,0.0432
5783,5783,43,C0810164,C3218055,15,0
5784,5784,44,C1930030,C1940372,37,0.7236
5785,5785,45,C3339283,C3658120,24,0.0683
5786,5786,46,C1228151,C3943361,26,0.9283
5787,5787,47,C0349966,C0979384,1601,0.7973
5788,5788,48,C2425138,C2598140,6,0
5789,5789,49,C3324410,C3934538,22,0.0592
5790,5790,50,C2340330,C3166180,5,0.0471
5791,5791,51,C0318248,C3217971,15,0.0178
5792,5792,52,C1176408,C3531520,6,0
5793,5793,53,C0040242,C1651699,26,0.0222
5794,5794,54,C2437367,C2742085,13,0.2609
5795,5795,55,C1168647,C3487147,1028,0.0718
5796,5796,56,C1956356,C2393432,8,0.1087
5797,5797,57,C1015558,C2243063,3,0.0624
5798,5798,58,C2816776,C3111069,4225,0.9995
5799,5799,59,C3024956,C3871160,14,0.1079
5800,5800,60,C1439626,C2497775,3,0.0383
5801,5801,61,C3206082,C3809855,67,0.1047
5802,5802,62,C0792842,C3626070,11,0
5803,5803,63,C3425379,C3616999,1042,0.9991
5804,5804,64,C0834182,C1512818,14,0.09
5805,5805,65,C1175404,C1550982,16,0.0144
5806,5806,66,C2408852,C3214200,16,0.0851
5807,5807,67,C1007245,C3233358,18,0.0159
5808,5808,68,C2316369,C3843466,6,0.069
5809,5809,69,C1422004,C1899419,16,0.0758
5810,5810,0,C3583863,C3711361,21,0.0608
5811,5811,1,C1454122,C3722861,7,0
5812,5812,2,C0693770,C1147062,81,0.4438
5813,5813,3,C1443014,C2505429,16,0.0435
5814,5814,4,C0616519,C2800913,19,0.0863
5815,5815,5,C2435470,C2512251,43,0.3292
5816,5816,6,C0067561,C3386945,24,0.0412
5817,5817,7,C3145566,C4015877,19,0.064
5818,5818,8,C2644354,C3973301,36,0.5327
5819,5819,9,C0492646,C3941571,8,0.0254
5820,5820,10,C2933843,C3005277,14,0.0893
5821,5821,11,C0624257,C2553748,15,0.0573
5822,5822,12,C0216381,C1893972,20,0.4766
5823,5823,13,C0836313,C2690144,20,0.2123
5824,5824,14,C2524940,C2554128,859,0.916
5825,5825,15,C2497121,C2942917,850,0.89
5826,5826,16,C0500019,C1047231,1,0.0483
5827,5827,17,C2640716,C2744908,19,0.4367
5828,5828,18,C1378485,C2416609,5,0.0119
5829,5829,19,C0281699,C3781372,14,0.1652
5830,5830,20,C1896495,C1903364,49,0.5302
5831,5831,21,C2638661,C3335151,10,0.0799
5832,5832,22,C3347698,C3943901,16,0.0603
5833,5833,23,C0976639,C3221088,1026,0.1379
5834,5834,24,C0140223,C0610848,13,0.1546
5835,5835,25,C0449963,C3857733,3,0.0023
5836,5836,26,C0123799,C1684971,1025,0.7648
5837,5837,27,C2493358,C2803202,9,0.1017
5838,5838,28,C0043303,C1309766,98,0.1762
5839,5839,29,C0489056,C1012181,12,0.0363
5840,5840,30,C1308142,C3045942,25,0.1246
5841,5841,31,C0029664,C3888246,27,0.1093
5842,5842,32,C1856486,C3789673,14,0.1227
5843,5843,33,C2815821,C3165794,1,0.0078
5844,5844,34,C0943341,C2622013,4,0
5845,5845,35,C1572225,C2687100,20,0.0997
5846,5846,36,C0413512,C0699916,42,0.2159
5847,5847,37,C1818359,C3430882,17,0.2236
5848,5848,38,C1717092,C2794118,20,0.0533
5849,5849,39,C1490031,C3161362,26,0.3283
5850,5850,40,C0272348,C3804858,25,0.0536
5851,5851,41,C2667890,C3220907,1,0
5852,5852,42,C1005856,C2299592,1,0.1326
5853,5853,43,C2432933,C2475057,851,0.9617
5854,5854,44,C0002722,C3652115,21,0.1364
5855,5855,45,C0835280,C1329741,9,0.0188
5856,5856,46,C0802996,C3148076,18,0.0658
5857,5857,47,C0260910,C1466285,25,0.0704
5858,5858,48,C0680228,C1636950,15,0.0407
5859,5859,49,C0161617,C0942473,79,0.172
5860,5860,50,C1540661,C1958229,41,0.1044
5861,5861,51,C0328330,C2328231,3,0.1544
5862,5862,52,C0249964,C2514086,18,0.0299
5863,5863,53,C0490414,C1464844,19,0.1349
5864,5864,54,C0088075,C1001840,15,0.1103
5865,5865,55,C1901743,C2334926,7,0.0778
5866,5866,56,C0741396,C0957941,12,0.1275
5867,5867,57,C1911388,C3096569,1,0.0328
5868,5868,58,C3008001,C3955421,7,0.018
5869,5869,59,C1204252,C1684958,8,0.0186
5870,5870,60,C1463749,C2986995,23,0.5487
5871,5871,61,C2804717,C2960508,3,0.2681
5872,5872,62,C0334026,C2979982,66,0.3759
5873,5873,63,C0222359,C1920517,28,0.4767
5874,5874,64,C1644160,C2763517,1,0.0703
5875,5875,65,C1076418,C3050551,7,0
5876,5876,66,C1529781,C4020895,15,0.0746
5877,5877,67,C2311645,C2445694,6,0.0652
5878,5878,68,C1470453,C2817146,1024,0.9441
5879,5879,69,C2972887,C3898719,74,0.1968
5880,5880,0,C0809936,C2325022,3,0.0406
5881,5881,1,C1326913,C3390116,22,0.113
5882,5882,2,C1203202,C2771031,9,0.0301
5883,5883,3,C2002125,C3919581,22,0.0357
5884,5884,4,C0500497,C1952933,5,0.0241
5885,5885,5,C2487797,C3553644,11,0.4676
5886,5886,6,C1221343,C3885925,22,0.111
5887,5887,7,C3851331,C3897946,31,0.0596
5888,5888,8,C0940830,C3913136,20,0.082
5889,5889,9,C1043825,C4018226,16,0.0041
5890,5890,10,C2501029,C3974528,6,0.066
5891,5891,11,C2599877,C3171737,35,0.2528
5892,5892,12,C0146650,C1908962,10,0.0061
5893,5893,13,C0356814,C2259316,194,0.3731
5894,5894,14,C1415498,C3577743,9,0.0752
5895,5895,15,C2539347,C3234630,8,0
5896,5896,16,C1202569,C3030199,10,0.0304
5897,5897,17,C0154336,C1818142,41,0.0855
5898,5898,18,C0447012,C1421486,19,0.096
5899,5899,19,C0023681,C3434024,1,0.0391
5900,5900,20,C1301584,C2295790,12,0.0252
5901,5901,21,C0381107,C3101077,5,0
5902,5902,22,C1193429,C3422588,6,0.054
5903,5903,23,C1852297,C3941873,19,0.0767
5904,5904,24,C0506321,C2391152,9,0.07
5905,5905,25,C0611284,C2818414,25,0.6485
5906,5906,26,C0991878,C1699221,25,0.0287
5907,5907,27,C0601890,C0769522,98,0.45
5908,5908,28,C3596196,C4011789,24,0.0735
5909,5909,29,C1212097,C3488194,16,0.0164
5910,5910,30,C0046943,C3313403,16,0.1661
5911,5911,31,C1170552,C3930016,12,0.0805
5912,5912,32,C0206170,C0681261,251,0.2542
5913,5913,33,C1468989,C2548390,2,0
5914,5914,34,C1451946,C3562892,4,0
5915,5915,35,C3060247,C3357118,14,0.0374
5916,5916,36,C0266053,C3604453,5,0.0381
5917,5917,37,C1013122,C2781702,8,0.0733
5918,5918,38,C2288286,C3488640,32,0.2334
5919,5919,39,C2326855,C3535538,28,0.3374
5920,5920,40,C0960778,C1523918,52,0.1365
5921,5921,41,C0734284,C0857372,15,0.1826
5922,5922,42,C0005138,C1569006,29,0.0554
5923,5923,43,C2346020,C2352963,61,0.1179
5924,5924,44,C0394932,C3147581,16,0.1255
5925,5925,45,C0759286,C1055691,19,0.0555
5926,5926,46,C2481750,C3347927,10,0.0431
5927,5927,47,C0061869,C2673039,34,0.1767
5928,5928,48,C0187075,C2764896,5,0.0769
5929,5929,49,C2313847,C3935447,6,0.0774
5930,5930,50,C1557225,C2598242,1600,0.9468
5931,5931,51,C1240834,C2641500,1,0
5932,5932,52,C0528432,C3982447,15,0.1102
5933,5933,53,C2948092,C3497440,29,0.0281
5934,5934,54,C1057990,C3316977,0,0.0816
5935,5935,55,C2521043,C3932313,7,0
5936,5936,56,C1072878,C1629676,11,0.0273
5937,5937,57,C0611726,C0666463,1811,0.3009
5938,5938,58,C0124742,C4026856,33,0.2455
5939,5939,59,C2404978,C2419224,62,0.4084
5940,5940,60,C0615335,C2470873,13,0.1764
5941,5941,61,C1035678,C3607075,171,0.5993
5942,5942,62,C0832543,C4004815,8,0.0733
5943,5943,63,C0805625,C2757570,4,0.0569
5944,5944,64,C1721870,C2332474,27,0.1721
5945,5945,65,C1035455,C1524397,15,0.05
5946,5946,66,C0680940,C3871930,19,0
5947,5947,67,C1036481,C1840876,10,0.049
5948,5948,68,C3083620,C3090579,4226,1
5949,5949,69,C0158548,C0384585,48,0.1256
5950,5950,0,C1520313,C3997199,8,0.8449
5951,5951,1,C0739805,C0960083,6,0
5952,5952,2,C2544145,C3613057,1,0
5953,5953,3,C0999780,C3793165,15,0.5902
5954,5954,4,C1143948,C3767152,17,0.4021
5955,5955,5,C3656727,C3763082,5,0.1909
5956,5956,6,C0460094,C3953601,1,0.0475
5957,5957,7,C3038693,C3621519,4225,0.9995
5958,5958,8,C1942902,C2456744,6,0.1196
5959,5959,9,C0305789,C1062082,18,0.1246
5960,5960,10,C1165312,C3096593,12,0.0635
5961,5961,11,C0445332,C1046559,2,0.0525
5962,5962,12,C0942167,C3771324,20,0.013
5963,5963,13,C1159171,C1370569,16,0
5964,5964,14,C0826565,C2289633,6,0.0339
5965,5965,15,C3155448,C3631816,12,0.0034
5966,5966,16,C0038902,C0634861,133,0.2837
5967,5967,17,C0016466,C1617862,21,0
5968,5968,18,C1820015,C3542800,24,0.0501
5969,5969,19,C1543621,C1835615,109,0.1518
5970,5970,20,C2372801,C2472991,855,0.9279
5971,5971,21,C1676417,C1714900,21,0.0584
5972,5972,22,C1246677,C1661275,1,0.1169
5973,5973,23,C1036526,C1469056,1,0.0328
5974,5974,24,C1690807,C1702442,7,0.0775
5975,5975,25,C1577870,C2395218,18,0.0856
5976,5976,26,C0427944,C3041355,5,0.1733
5977,5977,27,C0333343,C0814494,46,0.1146
5978,5978,28,C1195090,C1840722,5,0.0327
5979,5979,29,C2333152,C2542003,14,0.0892
5980,5980,30,C1346691,C3443220,20,0.5787
5981,5981,31,C0763832,C3116728,36,0.2673
5982,5982,32,C2292972,C2717580,14,0.0731
5983,5983,33,C1991616,C3914620,1024,0.9991
5984,5984,34,C3493405,C3596984,10,0.0459
5985,5985,35,C0915031,C2445278,9,0.0857
5986,5986,36,C2002962,C3898950,9,0.1535
5987,5987,37,C3099402,C3450913,0,0.081
5988,5988,38,C2303524,C3946110,10,0.0788
5989,5989,39,C0229186,C2273200,22,0.6737
5990,5990,40,C1611012,C1941560,15,0.0147
5991,5991,41,C1040103,C2604067,6,0.0149
5992,5992,42,C1429843,C3066758,17,0.039
5993,5993,43,C1924535,C2662683,2,0
5994,5994,44,C0075053,C4025209,32,0.0884
5995,5995,45,C2616412,C3794187,20,0.0505
